author,title,publish_place
 Keji Zhao,Genome-wide Identification of ChIP-Seq Enriched Regions Based on a Statistical Model,Nature methods
 Michael Y Bonner,Voriconazole treatment plus UVB irradiation causes malignant transformation of human HaCaT keratinocyes,N/A
 Michael Y Bonner,Figure. Clinical (A and B) and Microscopic (C) Images From the Present Case,N/A
 Michael Y Bonner,"Novel nanoparticle-delivered compound, Imipramine Blue, halts glioma invasion by affecting actin dynamics",N/A
 Michael Y Bonner,Wilms Tumor 1 (WT-1) overexpression causes malignant transformation of endothelial cells,N/A
 Michael Y Bonner,Melanomas Reveal Their Nakedness: Uncovered by Interferon Alfa,N/A
 Dipali Sharma,"X-DIVERTORS IN ITER-WITHOUT ANY HARDWARE CHANGES OR ADDITIONS-AND IN CURRENT MACHINES, AND DEMO REACTORS",N/A
 Dipali Sharma,Diffusivity effects on density Scrape-off width λn in toroidally discontinuous limiters in Aditya using EMC-EIRENE simulation,N/A
 Dipali Sharma,Design and Analysis of SST-2 Vacuum Vessel,N/A
 Dipali Sharma,Measurement of light mesons by the PHENIX experiment at the RHIC,N/A
 Dipali Sharma,Dielectrons in d+Au collisions measured by PHENIX and its implications on heavy flavor,Nuclear Physics A
 Alyson Evans,Resilience of zooplankton communities in temperate reservoirs with extreme water level fluctuations,Inland Waters
 Alyson Evans,The role of maternal age and context-dependent maternal effects in the offspring provisioning of a long-lived marine teleost,Royal Society open science
 Alyson Evans,"DR 445 Lovley, LA Achenbach, and RF Rosenzweig. 2003. Diversity of Geobacteraceae 446 species inhabiting metal-polluted freshwater lake sediments ascertained by 16S rDNA 447 …",Microbial ecology
 Alyson Evans,Can humans coexist with fishes?,Environmental biology of fishes
 Alyson Evans,Threatened fishes of the world: Deltistes luxatus (Cope 1879)(Catostomidae),Environmental biology of fishes
 Ivana Barbaric,journal homepage: www. elsevier. com/locate/bone,N/A
 Ivana Barbaric,Characterisation of the mouse mutant Yoda,N/A
 Ivana Barbaric,"Thomas F. Allison,* Andrew JH Smith, 3, 5 Konstantinos Anastassiadis, 4 Jackie Sloane-Stanley, 5 Veronica Biga, 2, 7 Dylan Stavish, James Hackland, Shan Sabri, 6 Justin …",N/A
 Ivana Barbaric,"Duncan Baker, Adam J. Hirst, Paul J. Gokhale, Miguel A. Juarez, 3 Steve Williams, 2 Mark Wheeler, 2",N/A
 Ivana Barbaric,STEM CELLS 2017; 35: 2442–2445 www. StemCells. com VC AlphaMed Press 2017,N/A
 __Mark Jones,GENDER TECHNOLOGY ASSESSMENT,Health Information & Libraries Journal
 __Mark Jones,GENDER TECHNOLOGY ASSESSMENT,Health Information & Libraries Journal
 __Mark Jones,Effect of Coordination on the Reactivity of Aromatic Ligands: General Patterns of Reactivity,N/A
 __Mark Jones,Clinical practice poster presentations—full meeting,N/A
 __Mark Jones,ATTEMPTS TO MOBILIZE POLONIUM-210 IN THE BODY,N/A
 Shafaat A Rabbani,Extraction of peptides which are mitogenic for osteoblasts from human prostatic tissue,N/A
 Shafaat A Rabbani,CHARACTERIZATION OF HUMORAL-FACTORS WHICH MEDIATE THE EFFECTS OF MALIGNANCIES ON SKELETAL AND CALCIUM HOMEOSTASIS,N/A
 Shafaat A Rabbani,BIOSYNTHESIS OF PHOSPHORYLATED PARATHYROID-HORMONE BY HUMAN AND BOVINE PARATHYROID-GLANDS INVITRO,N/A
 Shafaat A Rabbani,Genome-wide study of hypomethylated and induced genes in liver cancer patients unravels novel anticancer targets,N/A
 Shafaat A Rabbani,"Prevention of Breast Cancer Growth, Invasion, and Metastasis by Antiestrogen",N/A
 Suhad Ali,"MECHANISMS OF SIGNAL TRANSDUCTION-Prolactin induces SHP-2 association with Stat5, nuclear translocation, and binding to the b-casein gene promoter in mammary cells.",Journal of Biological Chemistry
 Suhad Ali,MECHANISMS OF SIGNAL TRANSDUCTION-Recruitment of the protein-tyrosine phosphatase SHP-2 to the C-terminal tyrosine of the prolactin receptor and to the adaptor protein Gab2.,N/A
 Suhad Ali,Molecular cloning and functional analysis of different forms of the prolactin receptor,N/A
 Suhad Ali,"Retraction: Apoptosis-Inducing Effect of Erlotinib Is Potentiated by 3, 3 0-Diindolylmethane In Vitro and In Vivo Using an Orthotopic Model of Pancreatic Cancer",Molecular cancer therapeutics
 Suhad Ali,Tyrosine Phosphorylation of Grb2: Role in,The EMBO journal
 Lance David Miller,GENOME-WIDE CDNA OLIGO PROBE DESIGN AND ITS APPLICATIONS IN SCHIZOSACCHAROMYCES POMBE,N/A
 Lance David Miller,Devimistat Induces Mitophagy and Chemosensitization Resulting in Increases in Survival in Older But Not Younger AML Patients,N/A
 Lance David Miller,An Overview Of DNA Microarrays: From Technology To Biology And Beyond,N/A
 Lance David Miller,"cancer transcriptome datasets, including immunologic classification [version 2; referees: 1 approved, 1 approved with",N/A
 Lance David Miller,Information theoretic approach for microarray based pathogen detection,N/A
 Michael A Black,Copy number variation of tubulin polymerization-promoting protein is associated with gout risk in Polynesian people,Exploring gout inflammatory pathways and potential novel treatment targets
 Michael A Black,Clinical Correspondence,Bmj
 Michael A Black,University of Otago Stage 4 Genetics 2012,N/A
 Michael A Black,ZEALAND 35,N/A
 Michael A Black,"Oligonucleotide array outperforms SNP array on formalin-fixed paraffin-embedded clinical samples 1 Soroush Nasri, Ahmad Anjomshoaa, Sarah Song, Parry Guilford, Les McNoe",N/A
 Chee Wee Ong,Treatment-induced hypoxia attenuates enzalutamide response and promotes resistance in pre-clinical models of prostate cancer,Annals of Oncology
 Chee Wee Ong,Enhanced radio-sensitivity of PTEN-deficient prostate tumours mediated by inhibition of intrinsic and treatment-potentiated CXC-chemokine signaling,N/A
 Chee Wee Ong,Enzalutamide-induced hypoxia attenuates response and promotes resistance in pre-clinical models of prostate cancer.,N/A
 Chee Wee Ong,The prognostic and therapeutic value of EpHA2 in early colorectal cancer (CRC).,N/A
 Chee Wee Ong,KRAS mutation analysis in a complex molecular diagnostic referral practice: the need for test redundancy,N/A
 Kartiki V Desai,Data mining-high content screening pipeline for discovery and validation of novel targetable oncogenes,N/A
 Kartiki V Desai,Differential global effects of selective estrogen receptor modulators on estrogen receptor binding and transcriptional regulation,N/A
 Kartiki V Desai,An in vivo to in vitro pipeline for receptor oncogene discovery and validation,N/A
 Kartiki V Desai,Understanding mechanism of estrogen receptor mediated gene regulation in MCF7 and Ishikawa cell lines,N/A
 Kartiki V Desai,SMAD3 DEFICIENCY AFFECTS THE MECHANOTRANSDUCTION OF WOUND CLOSURE,Proceedings of the National Academy of Sciences
 Jimin Guo,External signals regulate continuous transcriptional states in hematopoietic stem cells,N/A
 Jimin Guo,Thymus Regeneration Is Dependent on Distinct Mesenchymal Stromal Cell Populations,Blood
 Jimin Guo,A Short Pulse of Prostaglandin E2 (PGE2) Affects Long Term Clonal Dynamics during Hematopoietic Stem Cell Transplantation,N/A
 Jimin Guo,Prognostic Roles and Regulation of Smad-mediated TGFβ Signalling in Breast Cancer,Prognostic Roles and Regulation of Smad-mediated TGFβ Signalling in Breast Cancer
 Siqi Shen,DOS-GAN: A Distributed Over-Sampling Method Based on Generative Adversarial Networks for Distributed Class-Imbalance Learning,N/A
 Siqi Shen,Fixed-size Objects Encoding for Visual Relationship Detection,Neural Processing Letters
 Siqi Shen,Resilient Disaggregated Network Flow Monitoring,Proceedings of the ACM SIGCOMM 2019 Conference Posters and Demos
 Siqi Shen,Massivizing Networked Virtual Environments on Clouds,N/A
 Siqi Shen,"We play, therefore I am",Games and Culture
 Zhiling Zhang,A robust and non-invasive fetal electrocardiogram extraction algorithm in a semi-blind way,N/A
 Zhiling Zhang,Linear prediction based blind source extraction algorithms in practical applications,International Conference on Independent Component Analysis and Signal Separation
 Zhiling Zhang,T-MSBL for Sparse Signal Recovery and Compressed Sensing,N/A
 Zhiling Zhang,Sparse Bayesian learning for identifying the neuroanatomical basis of cognitive impairment in Alzheimer’s disease,IEEE transactions on medical imaging
 Zhiling Zhang,ANewApproachforHeartRateMonitoringusingPhotoplethysmography SignalsContaminatedbyMotionArtifacts,N/A
 Weiwei Zhang,DRAFT: AEROELASTIC OPTIMIZATION OF WING STRUCTURE WITH TRANSONIC FLUTTER CONSTRAINTS,N/A
 Weiwei Zhang,PRELIMINARY STUDY OF NON-LINEAR AEROELASTIC PHENOMENA IN HYPERSONIC FLOW,N/A
 Weiwei Zhang,NUMERICAL STUDY ON TRANSONIC BUFFET ACTIVE CONTROL BY OPEN AND CLOSED-LOOP STRATEGIES,N/A
 Weiwei Zhang,The Numerical Simulation of Non-linear Aeroservielasticity,N/A
 Weiwei Zhang,A layered reduced-order model for nonlinear unsteady aerodynamics,N/A
 Wei Xiao,Soluble interleukin-15 alpha chain administration during murine infectious arthritis defines a role for IL-15 in regulating T helper 1 responses.,N/A
 Wei Xiao,SIGNALING TO THE NUCLEUS-LPS SYNERGISES WITH IFN-g IN THE INDUCTION OF INOS BY MODULATING THE RATIO OF IRF-1/IRF-2 EXPRESSION RESULTING IN SYNERGY BETWEEN IRF-1 AND NF-kB AT …,N/A
 Wei Xiao,Allograft rejection by mice lacking inducible nitric oxide synthase,N/A
 Wei Xiao,Inducible nitric oxide synthase (iNOS) in the developing murine placenta.,N/A
 Wei Xiao,Brief Definitive Report,N/A
 Pavel P. Philippov,Investigation of the Effect of End Mill-Geometry on Roughness and Surface Strain-Hardening of Aluminum Alloy AA6082,Materials
 Pavel P. Philippov,Micro-and nanomechanical study on aluminum bulk material and micromachined surfaces,N/A
 Pavel P. Philippov,Preparation of the Surfaces of High-Purity Polycrystalline Aluminum for the Mechanical Analysis by Means of Nanoindentation,N/A
 Pavel P. Philippov,A Novel Method for Measuring Elastic Modulus of Foundry Silicate Binders,N/A
 Pavel P. Philippov,"YA Cheylyakh, AP Cheiliakh",N/A
 Giorgia Zadra,haematologica 2004; 89: 1332-1340 [medline][PDF][index] Molecular genetic analysis of severe coagulation factor XI deficiency in six Italian patients,haematologica
 Giorgia Zadra,Analisi genetico-molecolare della carenza grave di fattore XI della coagulazione in pazienti italiani,N/A
 Giorgia Zadra,Molecular genetic analysis of coagulation factor XI deficiency in Italian patients,N/A
 Giorgia Zadra,Analisi genetico-molecolare della carenza di fattore XI della coagulazione in pazienti italiani,N/A
 Giorgia Zadra,Direct targeting of the energy sensor AMPK inhibits prostate cancer cell growth through blockade of the lipogenic switch: novel therapeutic implications,N/A
 Valentina Vaira,Ex-vivo culture of normal and cancerous tissues: a tissue slice model,N/A
 Valentina Vaira,Apoptosis Taqman Low-Density Array: Analysis of Programmed Cell Death Patway in CLL.,Blood
 Valentina Vaira,Gene expression signature of the apoptotic patway in indolent CLL by low-density array technology,N/A
 Valentina Vaira,2449 This Month in AJP,N/A
 Valentina Vaira,online at: http://contentsdirect. elsevier. com,N/A
 Silvano Bosari,DNA QUANTITATION BY IMAGE-ANALYSIS OF PARAFFIN-EMBEDDED BREAST CARCINOMAS-A COMPARATIVE INVESTIGATION WITH FLOW-CYTOMETRY AND IMAGE-ANALYSIS OF FRESH TISSUE,N/A
 Silvano Bosari,"DNA CONTENT, PROLIFERATION AND NEU-ONCOGENE EXPRESSION IN BREAST CARCINOMAS",N/A
 Silvano Bosari,"Total parenteral nutrition and energy expenditure in general surgery, trauma and sepsis",N/A
 Silvano Bosari,In vitro liver and muscle protein metabolism in noninfected and infected normal and cirrhotic rats,N/A
 Silvano Bosari,2449 This Month in AJP,N/A
 Sandra Hodge,Methylprednisolone Increases Monocyte IL-10 in Stimulated Whole Blood-Relevance to Acute Graft V Host Disease,N/A
 Sandra Hodge,Michael Abramson,N/A
 Sandra Hodge,In Vitro Effects of Glucocorticosteroids on Cytokine Production at the Cellular Level-relevance to GVHD,N/A
 Sandra Hodge,Cytokine responses against two respiratory pathogens in children are dependent on IL-1β—Data Supplement,N/A
 Sandra Hodge,TASK FORCE REPORT,Eur Heart J
 Mark D. Holmes,Modelling heat transfer in powder bed additive manufacturing,N/A
 Mark D. Holmes,A Methodology for Automated Pellet size Distribution in a Pellet Mill,International Conference on Sustainable Design and Manufacturing
 Mark D. Holmes,DEM Prediction Of Burden Distribution Patterns In A Blast Furnace Bell-Less Top Charging System,"6th Int. Conf. on Discrete Element Methods (DEM6), Colorado School of Mines, Colorado, USA"
 Mark D. Holmes,Sulfur Uptake and Dry Weight of Cabbage,Journal of Plant Nutrition and Soil Science
 Mark D. Holmes,Immersive Virtual Reality as a teaching aid for anatomy,N/A
 Paul N. Reynolds,Effect of pharmacological blocking of TLR-4 on osteoarthritis in mice,Journal of Arthritis
 Paul N. Reynolds,Caspase dependent and independent mechanisms of apoptosis across gestation in a sheep model of placenta insufficiency and intrauterine growth restriction,N/A
 Paul N. Reynolds,Decreased activation of placental mTOR family members is associated with the induction of intrauterine growth restriction (IUGR) by secondhand smoke (SHS) in the mouse,N/A
 Paul N. Reynolds,Involvement of TGFß1 in the initial phase of TMJ and knee osteoarthritis,Osteoarthritis and Cartilage
 Paul N. Reynolds,Targeted mutation of nuclear bone morphogenetic protein 2 (nBMP2) impairs secondary immune response in a mouse model,N/A
 Chia-Wei Lin,New Phytologist Supporting Information Article title: DNA methylation and gene expression regulation associated with vascularization in Sorghum bicolor,N/A
 Chia-Wei Lin,Genome-wide Binding Site Map of Mammalian Transcription Factors Reveals Rapid Turnover,N/A
 Chia-Wei Lin,Genome-wide 3D maps of regulatory interactions in the mouse developing forebrain,N/A
 Chia-Wei Lin,Lineage-specific chromatin signatures reveal a regulator of lipid metabolism in microalgae,N/A
 Chia-Wei Lin,Genome sequence of the Ornithopus/Lupinus-nodulating,N/A
 Wan-Chun Cheng,Genetic Association and Expression Correlation between Colony-Stimulating Factor 1 Gene Encoding M-CSF and Adult-Onset Still’s Disease,Journal of immunology research
 Wan-Chun Cheng,Attenuation of Wnt/β-catenin signaling in patients with Stevens-Johnson syndrome and toxic epidermal necrolysis,International journal of biological sciences
 Wan-Chun Cheng,"SJS/TEN 2019: From science to translation (vol 98, pg 2, 2020)",N/A
 Wan-Chun Cheng,Corrigendum to ‘SJS/TEN 2019: From science to translation’[J. Dermatol. Sci. 98/1 (2020) 2–12],N/A
 Wan-Chun Cheng,Use of in vitro tests to assess the causative drugs for NSAIDs-induced type I hypersensitivity,N/A
 Yan Wang,AIGO: A southern hemisphere detector for the worldwide array of ground-based interferometric gravitational wave detectors,Classical and Quantum Gravity
 Yan Wang,Periodicity Search in RXTE ASM Data,The Astrophysical Journal Supplement Series
 Yan Wang,LIGO: S1 Science Results and Plans Beyond,N/A
 Yan Wang,Kozai Mechanism and Gravitational Wave Detection,Physical Review Letters
 Yan Wang,X-Ray Binary X1908+ 075,The Astrophysical Journal
 Qiang Wei,Synthesis of Stimuli-responsive Nanoparticles by Solution Polymerization,N/A
 Qiang Wei,Topographic Cues Guiding Cell Polarization via Distinct Cellular Mechanosensing Pathways,Small
 Qiang Wei,Scalable Fabrication of Clean Nanodiamonds via Salt-Assisted Air Oxidation: Implications for Sensing and Imaging,N/A
 Qiang Wei,Functional Polymers for Biointerface Engineering,International Journal of Polymer Science
 Qiang Wei,细胞怎样感知与响应微环境机械力学性能?,N/A
 Hong-Tao Xu,Biochemical evidence of HIV-1 subtype B and C different patterns of resistance to integrase inhibitors,N/A
 Hong-Tao Xu,Comparative biochemical analysis of wildtype and drug resistant HIV-1 integrase subtypes B and C,N/A
 Hong-Tao Xu,HIV-1 recombinant reverse transcriptase enzymes containing the G190A and Y181C resistance mutations remain sensitive to etravirine,Antimicrobial Agents and Chemotherapy
 Hong-Tao Xu,Comparative Biochemical Analysis of HIV-1 Subtype B and C Integrases.,N/A
 Hong-Tao Xu,Research on Fault Detection Technology of Missile Equipment PCB [J],N/A
 Chen Zhao,12th IEEE Nanotechnology Materials and Devices Conference,N/A
 Chen Zhao,Fetal Mesenchymal Stem Cell Extracellular Matrix Improves Ex-Vivo Expansion Of Adult Mesenchymal Stem Cells,N/A
 Chen Zhao,SUB-MICRON PATTERNING TITANIUM NITRIDE BY FOCUSED ION-BEAM,N/A
 Chen Zhao,"1 An Untethered, Electrostatic, Globally Controllable MEMS Micro-Robot BR Donald, CG Levey, CD McGray, I. Paprotny, and D. Rus 16 Latching Micromagnetic Optical Switch Z. Huang …",N/A
 Chen Zhao,Materials science communications,Macromolecular Rapid Communications
 Akemi Sato,CALCIUM EFFECTS ON APLYSIA MEMBRANE POTENTIALS,N/A
 Akemi Sato,A CASE OF OSTEOMALACIA SIMULATING SPINA VENTOSA,N/A
 Akemi Sato,COMPARATIVE STUDY OF D-CELLS+ H-CELLS IN APLYSIA WITH RESPECT TO K+ DEPOLARIZATION,N/A
 Akemi Sato,ELECTRICAL ACTIVITY OF A MAMMALIAN SPINAL GANGLION CELL,N/A
 Akemi Sato,"Nw, rmole fraction of H20 right",N/A
 Takashi Hisatomi,Low-Cost Roll-Press Fabricated Particulate Photocatalyst Sheets Based on Metal Substrates for Large-Area Pure-Water Splitting Under Visible Light,N/A
 Takashi Hisatomi,Particulate photocatalysts and their reaction systems for large-scale solar hydrogen production by water splitting,N/A
 Takashi Hisatomi,Electronic Supplementary Information (ESI) for: Overall Water Splitting by Photoelectrochemical Cells Consisting of (ZnSe) 0.85 (CuIn0. 7Ga0. 3Se2) 0.15 Photocathodes and BiVO4 …,N/A
 Takashi Hisatomi,Growth of rod-like Ta3N5 single crystal on KTaO3 towards visible-light-driven overall water splitting,N/A
 Takashi Hisatomi,Data for article: Understanding the Visible-light Photocatalytic Activity of GaN: ZnO Solid Solution: the Role of Rh2-yCryO3 Cocatalyst and Charge Carrier Lifetimes Over Tens …,Chemical science
 Toshimi Sato,3-D strong motion simulation in the Sendai basin during the 1998 Miyagiken-Nanbu earthquake using a FDM with variable grid spacing,N/A
 Toshimi Sato,2005 年福岡県西方沖の地震での福岡市中心部の観測強震記録に対する表層地盤増幅の影響-警固断層沿いの段差構造に着目して,N/A
 Toshimi Sato,1999 年台湾集集地震の震源域における臨時地震観測,N/A
 Toshimi Sato,台中盆地とその周辺での微動観測記録を用いた地下構造の推定,N/A
 Toshimi Sato,地震動予測地図のための宮城県沖地震の断層モデルの改良,N/A
 Onur Tokgun,MYC Meme Kanserinde Mitokondriyal miRNA’ların İfadesini Düzenler,N/A
 Onur Tokgun,Ailesel akdeniz ateşi ön tanılı hastalarda MEFV mutasyonlarının gerçek zamanlı polimeraz zincir reaksiyonu ve yeni nesil dizileme ile karşılaştırmalı analizi-tek merkez deneyimi,Pamukkale Tıp Dergisi
 Onur Tokgun,Recent Applications For The Diagnosis of Echinoccus Granulosus: A Review For New Approaches,N/A
 Onur Tokgun,Their Antitumor Activity Through Induction of p53-Mediated Apoptosis on Human Breast Cancer Cell Line MCF-7 Cells,N/A
 Onur Tokgun,Mesane kanserlerinde gen mutasyonları,N/A
 Junichi Soh,Impact of EGFR and HER-2 gene status on Japanese non-small-cell lung cancer patients treated with gefitinib,N/A
 Junichi Soh,Homozygous deletions of p16 gene and inactivation of p16 expression in Japanese malignant pleural mesothelioma,N/A
 Junichi Soh,A case of strangulated ileus due to intramesosigmoid hernia,Nihon Rinsho Geka Gakkai Zasshi (Journal of Japan Surgical Association)
 Junichi Soh,"Published Ahead-of-Print-Last Updated: November 21, 2020",N/A
 Junichi Soh,"Published Ahead-of-Print-Last Updated: November 11, 2020",N/A
 Masashi Furukawa,Usefulness of sensitive digital PCR assay to quantify microRNA-34b/c methylation in the circulating serum DNA of malignant mesothelioma patients,N/A
 Masashi Furukawa,PS-109-6 REIC/Dickkopf-3 shows anti-proliferative effect for non-small cell lung cancer cells with negative phosphorylated-Akt status,N/A
 Masashi Furukawa,"Spontaneous regression of cancer Spontaneous regression of cancer, 1966",Acta oncologica
 Masashi Furukawa,Localized extraosseous Ewing’s sarcoma of the chest wall resected by video-assisted thoracoscopic surgery,N/A
 Kazunori Tsukuda,Treatment of 11 cases of pulmonary arteriovenous fistula,N/A
 Kazunori Tsukuda,vi Contents continued,N/A
 Kazunori Tsukuda,"Antitumor effect of afatinib, as a HER2-targeted therapy, in lung",Cancer Science
 Kazunori Tsukuda,Epigenetic silencing of microRNA-34b/c plays an important role in the,N/A
 Kazunori Tsukuda,"Tumor-suppressive effect of LRIG1, a negative regulator of ErbB, in non-small cell",Carcinogenesis
 Weili Zhou,Longer rest intervals do not attenuate the superior effects of accumulated exercise on arterial stiffness,N/A
